City,Latitude,Longitude,Total_Population,0-14,15-65,65<,Ratio:0-14,Ratio:15-65,Ratio:65<
ESKÝÞEHÝR,39.76853,30.49444,906617,157332,637164,112121,0.17353744745576136,0.7027929103469271,0.12366964219731154
